INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
89	Chß Cát Thái	1	50	648	0	10	3	-1	8	20	1	0.1	1	0	1469	657	1469	657	8480	1590	0	0	714	97	5	5	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	310	1	1	-1	100	100	set:CommonNPCHeader12 image:CommonNPCHeader12_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	15	10	0	0	2	1	0	0	0
90	Tiên Hoa „u Miêu C¤p 1	1	100	243	0	10	3	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2440	1	0	-1	100	100	set:CommonNPCHeader17 image:CommonNPCHeader17_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	0	0	0
91	Tiên Hoa „u Miêu C¤p 2	1	100	243	0	10	3	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2441	1	0	-1	100	100	set:CommonNPCHeader17 image:CommonNPCHeader17_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	0	0	0
92	Tiên Hoa „u Miêu C¤p 3	1	100	243	0	10	3	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2442	1	0	-1	100	100	set:CommonNPCHeader17 image:CommonNPCHeader17_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	0	0	0
93	Hoa Trß·ng Thành	1	100	243	0	10	3	-1	8	20	1	0.1	1	0	706	331	706	331	2996	802	0	0	246	49	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2443	1	0	-1	100	100	set:CommonNPCHeader17 image:CommonNPCHeader17_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	3	1	1	3000	0
94	A Nguy®t	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2776	1	1	-1	100	100	set:CommonNPCHeader18 image:CommonNPCHeader18_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	4	1	0	0	0
101	Tä Tß¾ng Cüa T¯ng Tri«u	1	48	561	0	10	3	-1	8	20	1	0.1	1	0	1343	631	1343	631	7329	1527	0	0	588	93	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	7	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
102	Hæu Tß¾ng Cüa T¯ng Tri«u	1	46	540	0	10	3	-1	8	20	1	0.1	1	0	1288	605	1288	605	7027	1464	0	0	563	89	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	201	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
103	Khu M§t Cüa T¯ng Tri«u	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	202	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
104	Thái Thú Cüa T¯ng Tri«u	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	203	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_3	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
105	Thßþng Thß Cüa T¯ng Tri«u	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	211	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
106	H÷c Sî Cüa T¯ng Tri«u	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	212	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
107	Ngñ SØ Cüa T¯ng Tri«u	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	52	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
108	Th¸ Lang Cüa T¯ng Tri«u	1	44	518	0	10	3	-1	8	20	1	0.1	1	0	1232	579	1232	579	6724	1401	0	0	539	85	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	93	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
109	Vån Thß Cüa T¯ng Tri«u	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	32	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
110	Ti¬u Quan Cüa T¯ng Tri«u	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	336	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
111	Ti¬u Tß¾ng Cüa T¯ng Tri«u	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	67	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
112	Ti¬u Tß¾ng Cüa T¯ng Tri«u	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	240	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
113	Ti¬u Tß¾ng Cüa T¯ng Tri«u	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	241	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_5	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
114	Ti¬u Tß¾ng Cüa T¯ng Tri«u	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	242	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_6	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
115	Nho Soái Cüa T¯ng Tri«u	1	42	496	0	10	3	-1	8	20	1	0.1	1	0	1177	553	1177	553	6422	1338	0	0	515	81	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	179	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_20	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
116	Nho Tß¾ng Cüa T¯ng Tri«u	1	40	475	0	10	3	-1	8	20	1	0.1	1	0	1122	527	1122	527	6120	1275	0	0	491	78	4	4	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	298	1	1	-1	100	100	set:CommonNPCHeader6 image:CommonNPCHeader6_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
117	Hi®u Úy Cüa Bi®n Kinh	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	204	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
118	Hi®u Úy Cüa Trß¶ng An	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	205	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
119	Hi®u Úy Cüa LÕc Dß½ng	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	206	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_18	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
120	Hi®u Úy Cüa Tô Châu	1	36	384	0	10	3	-1	8	20	1	0.1	1	0	1011	474	1011	474	4902	1149	0	0	406	70	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	207	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
121	T¯ng Binh	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
122	T¯ng Binh	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
123	T¯ng Binh	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
124	T¯ng Binh	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
125	T¯ng Binh	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
126	T¯ng Binh	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	50	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
127	T¯ng Binh	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	417	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
128	T¯ng Binh	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	418	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
129	B± Ð¥u	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	114	1	1	-1	100	100	set:CommonNPCHeader3 image:CommonNPCHeader3_15	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
130	B± Khoái	1	30	326	0	10	3	-1	8	20	1	0.1	1	0	844	396	844	396	4096	960	0	0	294	58	3	3	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	208	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	10	10	0	0	2	1	0	0	0
131	Phú Dø Thß Sinh	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	104	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
132	Phú Dø Thß Sinh	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	255	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_9	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
133	Phú Dø Thß Sinh	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	256	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
134	Thß Sinh Bình Thß¶ng	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	44	1	1	-1	100	100	set:CommonNPCHeader2 image:CommonNPCHeader2_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
135	Thß Sinh Bình Thß¶ng	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	292	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_12	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
136	Thß Sinh Bình Thß¶ng	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	293	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_13	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
137	Viên NgoÕi Lão Niên	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	35	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_17	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
138	Viên NgoÕi Lão Niên	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	284	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
139	Viên NgoÕi Lão Niên	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	285	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
140	Viên NgoÕi Trung Niên	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	90	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
141	Viên NgoÕi Trung Niên	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	90	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
142	Lão Phu Quý Tµc	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	26	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	5	10	0	0	2	1	0	0	0
143	Lão Phu Bình Thß¶ng	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	102	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
144	Quý Phu Trung Niên	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	96	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_15	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
145	Quý Phu Trung Niên	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	308	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
146	Quý Phu Trung Niên	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	309	1	1	-1	100	100	set:CommonNPCHeader5 image:CommonNPCHeader5_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
147	Ông Chü L¾n	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	79	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
148	Ông Chü L¾n	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	286	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_17	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
149	ÐÕi Thß½ng Nhân	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	415	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_18	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
150	ÐÕi Thß½ng Nhân	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	79	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_18	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
151	Ti¬u Thß½ng Phán	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	262	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
152	Ti¬u Thß½ng Phán	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	263	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_20	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
153	Ti¬u Thß½ng Phán	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	264	1	1	-1	100	100	set:CommonNPCHeader10 image:CommonNPCHeader10_21	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
154	Viên ChÑc Cüa Thß½ng Hµi	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	107	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_14	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
156	Ti¬u Phán	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	300	1	1	-1	100	100	set:CommonNPCHeader9 image:CommonNPCHeader9_11	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
157	Ti¬u Phán	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	301	1	1	-1	100	100	set:CommonNPCHeader8 image:CommonNPCHeader8_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
158	Ti¬u Phán	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	302	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_2	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
159	Næ Thanh Niên Bình Thß¶ng	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	86	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
160	Næ Thanh Niên Bình Thß¶ng	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	432	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_1	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
161	Næ Thanh Niên Bình Thß¶ng	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	297	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
162	Næ Thanh Niên Quý Tµc	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	115	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
163	Næ Thanh Niên Quý Tµc	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	294	1	1	-1	100	100	set:CommonNPCHeader4 image:CommonNPCHeader4_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
164	Næ Thanh Niên Quý Tµc	1	20	201	0	10	3	-1	8	20	1	0.1	1	0	567	266	567	266	2408	645	0	0	198	39	2	2	1800	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	295	1	1	-1	100	100	set:CommonNPCHeader7 image:CommonNPCHeader7_10	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	12	10	0	0	2	1	0	0	0
