INT	INT	INT	INT	STRING	STRING	STRING	INT	INT
1558	260	171	40	Mã Lân	Ti¬u nh¸ cüa ti®m vû khí	Vû khí	6	3
1559	260	89	165	Vû Vån Yªn	Sß phø kÛ nång khai khoáng	 Khai khoáng 	5	4
1560	260	92	162	Ðß¶ng Minh	ÐÕi Sß Ðúc Kiªm	 ðúc khuôn 	5	4
1561	260	200	258	Tr¥n Tø Tài	Ti«n trang lão bän	Ti«n trang	5	4
1562	260	200	253	H¥u bàn Lßu	Ti«n trang ti¬u nh¸	Ti«n trang	5	4
1563	260	200	263	H¥u bàn Løc	Ti«n trang ti¬u nh¸	Ti«n trang	5	4
1564	260	200	248	Tr¥n M£c	Ðß½ng ph¯ tài li®u thß½ng nhân	NL	6	3
1565	260	109	126	Vân Thiên Thiên	Phß¶ng chü Trùng Ði¬u phß¶ng	Thú	6	3
1566	260	193	128	Bäo Dß	Ti®m rßþu Chß·ng Cñ	TØu ðiªm	6	5
1567	260	192	144	Hác Sái	ÐÕi sß n¤u ån	 N¤u nß¾ng 	5	4
1568	260	190	147	NguÜ Cänh	ÐÕi sß hái thu¯c	 Hái dßþc 	5	4
1569	260	190	150	Tß½ng Minh Hiên	ÐÕi sß chª duþc	 Chª dßþc 	5	4
1570	260	105	94	BÕch Thäo	Dßþc ðiªm lão bän	Ti®m thu¯c	6	3
1571	260	89	129	Châu Bäo Quª	Ông chü ti®m phøc sÑc	Trang sÑc	6	3
1572	260	81	124	Ban Ni Lµ	Ông chü ti®m phøc trang	Phøc Trang	6	3
1573	260	134	85	Kinh Khäm Thñc	Bäo ThÕch công tßþng	Bäo thÕch	5	4
1574	260	147	119	Cao Tiªu	Lînh song	Lînh song	5	4
1575	260	124	185	H° Tùng L§p	Thß½ng nhân nguyên li®u	NL	6	3
1576	260	158	117	Ôn Li­u	TÕp hóa thß½ng nhân	TÕp hóa	6	3
1577	260	216	154	Tôn Phäng Trang	Hu¤n luy®n kÛ nång câu cá	 Câu cá 	5	4
1578	260	76	125	Ki«u Th÷	ÐÕi sß may vá	 May m£c 	5	4
1579	260	131	198	Cänh Cung D§t	Sß phø kÛ nång công ngh®	 Công ngh® 	5	4
1580	260	282	278	Trß½ng Di®c Ði«n	Nông Nghi®p ÐÕi Sß	Nông Nghi®p	5	4
1581	260	154	130	Vß½ng Tiêu	CÕnh KÛ Trß¶ng	CÕnh KÜ	5	4
1582	260	25	288	Lý Minh Dß½ng	Chuy¬n d¸ch (chuy¬n d¸ch ðªn Thß½ng S½n)	V§n chuy¬n	99	2
1583	260	168	301	Mµc TrÕch	Nhi®m vø k¸ch tình		7	5
1584	260	172	300	Mµc Hoa	Nhi®m vø k¸ch tình		7	5
1585	260	176	301	Mµc Duçn	Nhi®m vø k¸ch tình		7	5
1586	260	161	220	Lµ Hæu	Nhi®m vø k¸ch tình		7	5
1587	260	244	116	Trß½ng TrÕch C¯c	Nhi®m vø k¸ch tình		7	5
1588	260	141	73	Dß Hoa Bình	Nhi®m vø k¸ch tình		7	5
1589	260	102	158	Dß½ng H°ng Nhßþc	Nhi®m vø k¸ch tình		7	5
1590	260	176	199	Lý Tiêu	Nhi®m vø k¸ch tình		7	5
1591	260	176	201	Lý Dao	Nhi®m vø k¸ch tình		7	5
1592	260	259	90	Tri®u Hân Lê	Nhi®m vø k¸ch tình		7	5
1593	260	85	74	Trình Ti¬u Vân	Nhi®m vø k¸ch tình		7	5
1594	260	86	73	Ti«n Ti¬u Giang	Nhi®m vø k¸ch tình		7	5
1595	260	84	76	Ðinh Ti¬u Lâm	Nhi®m vø k¸ch tình		7	5
1596	260	180	113	Khß½ng B°ng Thành	Nhi®m vø k¸ch tình		7	5
1597	260	182	113	Vß½ng MÕc Hàn	Nhi®m vø k¸ch tình		7	5
1598	260	242	153	Løc Li­u Ca Ca	Nhi®m vø k¸ch tình		7	5
1599	260	150	152	Lý Dã	Chuy¬n ðªn Phøng Hoàng C± Thành	V§n chuy¬n	99	2
1600	262	226	237	Bän ð°: Kiªm Các		V§n chuy¬n	99	2
1601	262	25	40	B¯i cänh: Ð¸a Cung 2		V§n chuy¬n	99	2
1602	262	173	112	Ki®m Ð¸nh	Giám ð¸nh	Giám ð¸nh	2	3
1603	262	229	199	Cao Thång Thái	NPC Nhi®m vø		2	3
1604	262	231	141	Tr¥n Trß¶ng Lão	NPC Nhi®m vø		2	3
1605	262	204	153	Mµ Huy®t Giáp Trùng			1	5
1606	262	160	142	ÐÕo mµ t£c 			1	5
1607	262	109	179	Ð¸a Cung Công Tßþng			1	5
1608	262	57	208	U C¤m Thü V®			1	5
1609	263	235	225	B¯i cänh: Ð¸a Cung 1		V§n chuy¬n	99	2
1610	263	96	164	B¯i cänh: Ð¸a Cung 3		V§n chuy¬n	99	2
1611	263	211	218	Lý Ngang Th¥n	NPC Nhi®m vø		2	5
1612	263	171	230	Hôi Bào Lão Giä	NPC Nhi®m vø		2	5
1613	263	50	216	T¥n Hoàng Tinh Binh Dûng			1	5
1614	263	55	129	C½ Quan ThÕch Nhân			1	5
1615	263	37	78	Ð¸a Cung U Linh			1	5
1616	263	168	155	U Linh Tª Tñ			1	5
1617	264	237	216	B¯i cänh: Ð¸a Cung 2		V§n chuy¬n	99	2
1618	264	213	182	T¥n Tß¾ng Hµ V®			1	5
1619	264	41	87	T¥n Tß¾ng Th¸ V® 			1	5
1620	264	219	94	C½ Quan Thü V®			1	5
1621	264	130	84	T¥n Hoàng Chi Phách			1	5
1622	182	96	110	Mµc Nhân Lâu La			1	5
1623	182	96	80	Mµc Nhân Tinh Anh			1	5
1624	182	40	98	Mµc Nhân võ sî			1	5
1625	184	98	124	M§t Thám Tiên Phong			1	5
1626	184	98	90	Thanh KÏ Thám Mã			1	5
1627	184	98	72	Lam KÏ Thám Mã			1	5
1628	183	92	140	Phøc C×u Ác H¥u			1	5
1629	183	44	114	Cß¶ng Tráng Ác H¥u			1	5
1630	183	92	110	Tinh Tráng Ác H¥u			1	5
1631	185	86	170	Yêu D¸ Tâm Ma			1	5
1632	185	76	130	Phá Sân Tâm Ma			1	5
1633	185	46	58	Sát Døc Tâm Ma			1	5
1634	188	142	102	Nga My BÕch My Ác Viên			1	5
1635	188	96	86	Nga My Lþi Träo Ác Viên			1	5
1636	188	38	46	Nga My Hung Nhu			1	5
1637	189	96	126	Mµc Vß½ng Tri Thù			1	5
1638	189	118	112	Thüy Vß½ng Tri Thù			1	5
1639	189	96	86	Höa Vß½ng Tri Thù			1	5
1640	186	96	120	Di®t Yêu Khôi L²i			1	5
1641	186	96	90	Tru Tiên Khôi L²i			1	5
1642	186	96	78	Thí Th¥n Khôi L²i			1	5
1643	190	96	110	Thiên S½n Ti¬u Tuyªt Quái			1	5
1644	190	96	86	Thiên S½n ÐÕi Tuyªt Quái			1	5
1645	190	96	50	Thiên S½n Tuyªt Quái Vß½ng			1	5
1646	187	52	72	Hü Th¬ Khôi L²i			1	5
1647	187	120	140	Thñc Tâm Khôi L²i			1	5
1648	187	146	58	Hóa Phách Khôi L²i			1	5
1649	238	32	12	H° ti¬u tiên		V§n chuy¬n	2	1
1650	238	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lînh song	2	4
1651	239	32	12	H° ti¬u tiên		V§n chuy¬n	2	1
1652	239	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lînh song	2	4
1653	240	32	12	H° ti¬u tiên		V§n chuy¬n	2	1
1654	240	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lînh song	2	4
1655	241	32	12	H° ti¬u tiên		V§n chuy¬n	2	1
1656	241	32	45	La Thanh Vân	Lînh 2 l¥n kinh nghi®m	Lînh song	2	4
1657	271	32	12	Kiªm Thao	Chuy¬n ðªn LÕc Dß½ng	V§n chuy¬n	2	2
1658	164	88	40	Bän ð°: Tây H°		V§n chuy¬n	99	2
1659	164	79	45	Lång Ch¤n	Oanh Thiên Lôi		2	3
1660	164	271	175	Trào Ðoan L­			2	3
1661	164	270	187	Chu Ðôn Nho			2	3
1662	164	275	183	Lý Quang			2	3
1663	164	277	187	Hoang Ðình Kiên			2	3
1664	164	280	183	Tô ThÑc			2	3
1665	164	279	182	Tri«u Vân			2	3
1666	164	231	118	Ðào Yêu Yêu	Ðào Hoa Tr§n	Dàn tr§n	2	2
1667	254	96	32	Trß¶ng cänh: Côn Lôn S½n		V§n chuy¬n	99	2
1668	254	28	24	Tiên Lµc			1	3
1669	254	61	44	Linh HÕc			1	3
1670	254	82	82	Khai Minh Thú			1	3
1671	254	59	102	Ti¬u ÐÕo Ð°ng			1	3
1672	254	72	103	Thái Vân Tiên			1	3
1673	254	39	76	Linh Kiªm Sî			1	3
1674	248	109	15	B¯i cänh: Tháp Lý Mµc		V§n chuy¬n	99	2
1675	248	21	231	Trß¶ng cänh: Phúc Ð¸a		V§n chuy¬n	99	2
1676	248	82	31	Tiên Lµc			1	3
1677	248	201	28	Linh HÕc			1	3
1678	248	210	85	Khai Minh Thú			1	3
1679	248	94	127	Ti¬u ÐÕo Ð°ng			1	3
1680	248	133	195	Thái Vân Tiên			1	3
1681	248	45	201	Linh Kiªm Sî			1	3
1682	248	25	32	Khäi ÐÕt Nhî			2	3
1683	248	162	163	Ng÷c Hß ÐÕo Trß·ng			2	3
1684	248	121	20	Ng÷c Tiên TØ			2	3
1685	248	34	23	C¦m s¡t			2	3
1686	248	36	23	C¦m Nguyên			2	3
1687	248	212	154	Thanh Tùng			2	3
1688	248	230	153	Ngßu Lão Cån			2	3
1689	248	222	158	Diêm Trung HÕ			2	3
1690	273	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1691	273	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1692	274	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1693	274	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1694	275	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1695	275	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1696	276	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1697	276	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1698	277	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1699	277	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1700	278	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1701	278	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1702	279	82	80	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
1703	279	73	79	Phó Kiªp Sinh	T§n sÑc tr× ác	Tr× ác	5	2
1704	280	67	40	Vß½ng ÐÕi Cung	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 1	V§n chuy¬n	2	2
1705	280	244	26	Tr¸nh Nh¸ HÖ	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 2	V§n chuy¬n	2	2
1706	280	280	61	Ngô Tam Phát	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 3	V§n chuy¬n	2	2
1707	280	297	252	Chu TÑ Tài	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 4	V§n chuy¬n	2	2
1708	280	255	296	Lý Vô H°ng	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 5	V§n chuy¬n	2	2
1709	280	67	286	Tôn Løc Bäo	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 6	V§n chuy¬n	2	2
1710	280	32	248	Ti«n Th¤t Nã	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 7	V§n chuy¬n	2	2
1711	280	35	53	Tri®u Bát Lai	Ngß¶i d¸ch chuy¬n CÑ Ði¬m 8	V§n chuy¬n	2	2
1712	280	72	28	Viêm MÕc Hung	Y Sß CÑ Ði¬m 1	Khôi phøc	2	3
1713	280	253	22	Viêm MÕc Kiêu	Y Sß CÑ Ði¬m 2	Khôi phøc	2	3
1714	280	293	70	Viêm MÕc Não	Y Sß CÑ Ði¬m 3	Khôi phøc	2	3
1715	280	291	259	Viêm MÕc Ki®t	Y Sß CÑ Ði¬m 4	Khôi phøc	2	3
1716	280	259	287	Viêm Quan KÏ	Y Sß CÑ Ði¬m 5	Khôi phøc	2	3
1717	280	65	297	Viêm H§u Nham	Y Sß CÑ Ði¬m 6	Khôi phøc	2	3
1718	280	23	253	Viêm Nhi Trung	Y Sß CÑ Ði¬m 7	Khôi phøc	2	3
1719	280	43	60	Viêm Trß·ng V®	Y Sß CÑ Ði¬m 8	Khôi phøc	2	3
1720	280	62	31	Viên ÐÕi Gia	Thß½ng Nhân CÑ Ði¬m 1	Thß½ng nhân 	2	4
1721	280	259	28	T« Nh¸ Gia	Thß½ng Nhân CÑ Ði¬m 2	Thß½ng nhân 	2	4
1722	280	285	57	Ngøy Tam Gia	Thß½ng Nhân CÑ Ði¬m 3	Thß½ng nhân 	2	4
1723	280	286	249	Lßu TÑ Gia	Thß½ng Nhân CÑ Ði¬m 4	Thß½ng nhân 	2	4
1724	280	265	291	Châu Ngû Gia	Thß½ng Nhân CÑ Ði¬m 5	Thß½ng nhân 	2	4
1725	280	57	290	Vß½ng Løc Gia	Thß½ng Nhân CÑ Ði¬m 6	Thß½ng nhân 	2	4
1726	280	34	254	Ngô Th¤t Gia	Thß½ng Nhân CÑ Ði¬m 7	Thß½ng nhân 	2	4
1727	280	26	60	Trß½ng Bát Gia	Thß½ng Nhân CÑ Ði¬m 8	Thß½ng nhân 	2	4
1728	282	280	45	Bän ð°: Long Tuy«n		V§n chuy¬n	99	1
1729	282	103	303	Bän ð°: Mai Lînh		V§n chuy¬n	99	1
1730	282	283	293	Trß¶ng cänh: Thanh Nguyên Ðµng		V§n chuy¬n	99	1
1731	282	251	63	C¯ Hoành T±		NV	2	2
1732	282	146	39	Hoa Mai			2	2
1733	282	151	60	Lßu Tra L­			2	2
1734	282	137	43	Dß½ng An			2	3
1735	282	189	41	Lý Lµ			2	2
1736	282	248	146	Lý Côn			2	3
1737	282	247	145	Hoa Th¦m			2	3
1738	282	261	170	Hàn Sâm			2	3
1739	282	260	169	BÕch Thiªt Lßu 			2	3
1740	282	279	127	Nghênh Khách Mao T£c			1	5
1741	282	17	274	C¦m Y Kh¤t Cái			1	5
1742	282	150	260	Hoa TØu Hoà Thßþng			1	5
1743	282	166	295	Ngøy Thiên			1	4
1744	282	266	185	H¡c Viên			1	5
1745	282	56	198	Cñ HÕt			1	5
1746	282	170	231	Yêu Tà Tri Thù			1	5
1747	282	232	232	Thi«m Th× Quái			1	5
1748	283	42	228	Trß¶ng cänh: Thanh Nguyên		V§n chuy¬n	99	1
1749	283	78	96	C¦m Y Kh¤t Cái			1	3
1750	283	61	69	Hoa TØu Hoà Thßþng			1	3
1751	283	199	69	Vån Võ TrÕng Nguyên			1	3
1752	283	141	226	LÕi Thiên Ðäo	S½n T£c Vß½ng	S½n T£c Vß½ng	1	2
1753	290	160	168	Bän ð°: Kính H°		V§n chuy¬n	99	2
1754	290	27	137	Ð£ng VÕn Nh§n	Ngß¶i d¸ch chuy¬n Mµ Dung	V§n chuy¬n	5	2
1755	290	159	163	Công Dã Khôn	Mµ Dung Thü V®	Phø bän	5	4
1756	290	69	125	Mµ Dung Th¡ng	Ngß¶i giao nhi®m vø Mµ Dung	Sß môn	5	3
1757	290	69	109	Mµ Dung ThuÏ	Ð±i v§t ph¦m danh xßng	Chß·ng môn	5	3
1758	290	48	144	Mµ Dung Ki®t	Ngß¶i bái sß Mµ Dung	Bái sß	5	3
1759	290	48	134	Mµ Dung Thanh S½n	Ngß¶i truy«n thø võ công Mµ Dung	Võ công	5	3
1760	290	25	166	Phong Thiên Lý	Ngß¶i quän lý Linh Dß½ng	Linh Dß½ng	5	3
1761	290	25	163	Phong Tiêu	Truy«n thø KÜ Thu§t	KÜ	5	3
1762	290	127	30	Vß½ng T¸ch HÕo	Truy«n thø Ma L® Thu§t	Ma L®	5	3
1763	290	132	31	Vß½ng Chi Lâm	Chï ðÕo kÛ nång Bói Toán	Bói Toán	5	3
1764	290	30	127	Bao Nhßþc Hành	Ngß¶i dçn ðß¶ng Mµ Dung S½n Trang	Dçn ðß¶ng	5	3
1765	290	45	23	Mµ Dung Tùy Phong	Ngß¶i truy«n thø khinh công Mµ Dung	Khinh công	5	3
1766	290	67	107	A Ðình			99	5
1767	290	71	107	A Ð°ng			99	5
1768	290	63	34	Th± Phi«n SØ Quan			99	5
1769	290	66	34	ÐÕi Li®u SØ Quan			99	5
1770	290	69	34	Tây HÕ SØ Quan			99	5
1771	290	154	93	Th§p Bát H÷c Sî.			99	5
1772	290	78	142	TrÕng Nguyên H°ng			99	5
1773	290	28	28	Hoa HÕc L®nh			99	5
1774	290	119	36	H°ng Lµ Trân			99	5
1775	284	25	31	B¯i cänh: Ð¸a Cung 3		V§n chuy¬n	99	2
1776	284	45	35	C¤m V® Ðô Th¯ng	Chiªu L®nh Ban B¯ Nhi®m Vø	Chiªu L®nh	2	3
1777	284	73	134	T¥n Lång Bi¬n BÑc			1	5
1778	284	197	190	T¥n Lång Ngñ V®			1	5
1779	284	76	202	T¥n Lång Táng Phi			1	5
1780	284	64	202	Ðª H§u			1	5
